MD_SGW_5_20220621172220_80895E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172220_80904E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172221_80726E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80728E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80734E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80739E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172222_80725E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80750E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80755E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80869E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172223_80893E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172223_80896E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172329_80898E.load.gz|20220621172329|20220621172939|371
MD_SGW_5_20220621172220_80895E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172220_80904E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172221_80726E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80728E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80734E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80739E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172222_80725E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80750E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80755E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80869E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172223_80893E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172223_80896E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172329_80898E.load.gz|20220621172329|20220621172939|371
MD_SGW_5_20220621172220_80895E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172220_80904E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172221_80726E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80728E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80734E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80739E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172222_80725E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80750E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80755E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80869E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172223_80893E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172223_80896E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172329_80898E.load.gz|20220621172329|20220621172939|371
MD_SGW_5_20220621172220_80895E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172220_80904E.load.gz|20220621172220|20220621172939|440
MD_SGW_5_20220621172221_80726E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80728E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80734E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172221_80739E.load.gz|20220621172221|20220621172939|439
MD_SGW_5_20220621172222_80725E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80750E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80755E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172222_80869E.load.gz|20220621172222|20220621172939|438
MD_SGW_5_20220621172223_80893E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172223_80896E.load.gz|20220621172223|20220621172939|437
MD_SGW_5_20220621172329_80898E.load.gz|20220621172329|20220621172939|371
